dataset,mixture_1,mixture_2,experimental_values,a,b,num_compound_a,num_compound_b,diff_mixture_size,overlap_percent,angle_dist
Bushdid,479,480,0.461538,8103;798;78605;7731;7710;24915;10560;12741;31265;7848;12367;997;8892;6448;62433;31244;7685;8051;7165;7966,8103;798;78605;7731;7710;24915;10560;12741;31265;7848;261;7583;14896;19789253;10821;22386;5283349;4133;6054;10890,20,20,0,33.33333333,0.01557116
Bushdid,481,482,0.384615,176;7799;8842;10976;6184;6549;11124;1146;19310;14100;460;10560;1068;22311;8030;7714;454;5283349;261;997;18827;61138;62444;31249;31276;7966;7519;6989,176;7799;8842;10976;6184;6549;11124;1146;19310;14100;460;10560;1068;22311;8030;7714;454;5283349;261;997;18827;61138;62444;31249;31276;7966;7519;6989;12741,28,29,1,96.55172414,0.003652972
Bushdid,483,484,0.5,1146;7762;6549;31249;7519;62336;5283349;8797;1031;6544;11124;11552;22201;460;22311;180;12178;7150;8025;8148;62433;10821;12020;3776;6054;240;7991;15380;8091,1146;7762;6549;31249;7519;62336;5283349;8797;1031;6544;11124;11552;22201;460;22311;180;12178;7150;8025;8148;2879;18827;6590;22873;19789253;14286;8918;19310;78605;637511,29,30,1,51.28205128,0.017665568
Bushdid,485,486,0.384615,6549;12348;62433;8918;4133;2758;31272;24915;7519;3314,6549;12348;62433;8918;4133;2758;31272;24915;7519;5281515,10,10,0,81.81818182,0.018131649
Bushdid,487,488,0.653846,62433;12741;2969;8918;78605;7799;1140;6501;7710;31265,6054;12348;22386;31249;264;8842;7762;22311;5283349;31276,10,10,0,0,0.053462859
Bushdid,489,490,0.384615,7150;7632;7685;5634;8103;7519;8797;7600;14100;176;10821;31276;7460;8048;180;12178;997;177;62465;12348;8130;7799;8091;8030;61138;10722;22311;8118,7150;7632;7685;5634;8103;7519;8797;7600;14100;176;10821;31276;7460;8048;180;12178;997;177;62465;22873;31265;7848;10882;11002;62336;6549;12180;12020;11124,28,29,1,50,0.011245354
Bushdid,491,492,0.576923,62465;7966;7714;2879;61138;10722;6561;12473;261;19789253;6448;6989;12367;62444;12348;14100;7632;8048;62433;11002;61016;22386;8130;7731;7460;6590;6736;6544;8025,62465;7966;7714;2879;61138;10722;6561;12473;261;19789253;6448;6989;12367;62444;12348;14100;7632;8048;62433;11002;25137858;1031;24915;637566;3776;7583;31265;6184;11509;12020,29,30,1,51.28205128,0.014117157
Bushdid,493,494,0.423077,240;6054;31265;8025;180;6654;11552;25137858;8091;8118;78605;6989;62465;8103;8048;31244;460;62336;3776,240;6054;31265;8025;180;6654;11552;25137858;8091;8118;78605;6989;62465;8103;11002;2879;7731;12367;176,19,19,0,58.33333333,0.011645241
Bushdid,495,496,0.076923,12020;7150;15380;6989;19310;176;1068;10430;7710;1060;177;6654;7632;12180;12348;4133;12741;637566;22201;10821,12020;7150;15380;6989;19310;176;1068;10430;7710;1060;177;6654;7632;12180;12348;4133;12741;637566;22201;62465,20,20,0,90.47619048,0.006072134
Bushdid,497,498,0.653846,8918;24915;5281515;6184;7344;2879;6501;7685;61138;6982;5634;8025;14896;7519;177;6561;997;3314;1060,8918;24915;5281515;6184;62465;8091;7710;6054;1068;7799;12178;11002;7150;7165;10430;62336;2758;11552;7600,19,19,0,11.76470588,0.020881767
Bushdid,499,500,0.653846,61138;2758;10560;7685;6590;1068;180;7714;31244;4133;8118;12180;10976;5281168;31265;7344;7600;6549;637566,61138;2758;10560;7685;6590;1068;180;7714;31244;62433;11552;7710;10430;16666;12367;7632;19310;7059;7363,19,19,0,31.03448276,0.021434275
Bushdid,501,502,0.461538,7165;7731;2969;62465;1060;8048;10430;6184;8051;10882;14286;6544;62433;16666;8091;22311;11002;1068;176,7165;7731;2969;62465;1060;8048;10430;6184;8051;10882;14286;6544;62433;16666;7991;180;7150;1031;12180,19,19,0,58.33333333,0.015521492
Bushdid,503,504,0.846154,4133;5634;31272;15380;8892;7848;5283349;31249;62465;8797;8030;14100;997;8130;25137858;454;7714;1068;12741;22311;8186;10882;7600;7583;7410;10890;6054;10560;78605,4133;5634;31272;15380;8892;7848;5283349;31249;62465;8797;8842;8048;14896;10821;8025;19789253;6544;62336;7344;12020;2969;7799;14286;2758;6501;22873;460;12180;1031;6590,29,30,1,20.40816327,0.02929179
Bushdid,505,506,0.730769,176;7749;7059;6590;454;12741;3776;31244;6982;6561;261;12348;16666;798;11552;14896;7150;10430;1031;8103;7848;6654;6736;1146;460;7731;14100,25137858;10821;15380;10890;10722;22386;19310;6501;8918;31276;5373603;7590;7762;7363;6549;18827;1060;637511;66328;7583;10882;12473;12180;4133;5283349;62433;8091;264;3314;12178,27,30,3,0,0.027409518
Bushdid,507,508,0.846154,7991;22311;5281515;22386;24915;8030;62336;5373603;7363;10976;7590;10821;8842;1068;3776;12020;8048;177;15380,7165;7848;7632;264;61138;25137858;8025;62444;6549;12180;7799;12367;4133;10722;18827;10882;460;637511;6654,19,19,0,0,0.036209721
Bushdid,509,510,0.461538,176;7059;7590;4133;31272;2969;7344;6054;6736;8186;19310;7150;3314;240;1146;7632;7165;7714;18827;8118;6590;177;997;7410;8051;8842;261;12367;15380;24915,176;7059;7590;4133;31272;2969;7344;6054;6736;8186;19310;7150;3314;240;1146;7632;7165;7714;18827;8118;61016;31265;7600;7363;10890;8148;5281168;1060;6561;8918,30,30,0,50,0.009946256
Bushdid,511,512,0.576923,7762;12348;66328;3314;8051;176;62433;7799;8842;7632;7583;261;637566;10976;8048;2758;6448;454;7410,7762;12348;66328;3314;8051;176;62433;7799;8842;7632;7583;261;637566;10976;8048;61138;19789253;5283349;31276;8118,19,20,1,62.5,0.038320488
Bushdid,513,514,0.692308,19789253;6654;19310;22386;62465;11552;8842;1068;8186;6590;997;8635;6184;61016;6544;6736;11509;25137858;12473;3314,10430;454;22311;3776;240;2758;10821;7519;6054;8091;6989;6549;31276;7363;7150;637511;7710;8892;6501;2969,20,20,0,0,0.021337456
Bushdid,515,516,0.730769,16666;19310;62465;7848;22311;7991;1060;8051;8118;6590,16666;19310;62465;22201;12473;22386;7583;7762;6184;6989,10,10,0,17.64705882,0.058514442
Bushdid,517,518,0.538462,0;10821;8148;3776;8048;7731;31249;8025;12348;7344;12367;5373603;4133;7519;22311;8130;6054;19310,6561;12473;7590;24915;261;14100;997;8030;11509;31272;2969;78605;8635;12232;14286;11552;15380;31244;6989;798,18,20,2,0,0.0350596
Bushdid,519,520,0.807692,2969;264;8048;6054;4133;8635;10560;12348;10882;8842;2879;62465;1031;31244;6501;7165;12741;22873;7966;22386;6544;11124;62433;7059;10976;180;14286;6184,2969;264;8048;6054;4133;8635;10560;12348;10882;5373603;8025;24915;62336;8918;61138;5283349;11002;12473;176;6989;25137858;7632;5634;6448;14896;7519;6736;14100;31249,28,29,1,18.75,0.029574866
